"Time","Particulas_PM25"
2022-09-21 11:18:41,4 μg/m³
2022-09-21 11:23:41,4 μg/m³
2022-09-21 11:28:41,3 μg/m³
2022-09-21 11:33:42,3 μg/m³
2022-09-21 11:38:42,10 μg/m³
2022-09-21 11:43:42,6 μg/m³
2022-09-21 11:48:42,5 μg/m³
2022-09-21 11:53:42,7 μg/m³
2022-09-21 11:58:42,5 μg/m³
2022-09-21 12:03:43,8 μg/m³
2022-09-21 12:08:43,5 μg/m³
2022-09-21 12:13:43,6 μg/m³
2022-09-21 12:18:44,5 μg/m³
2022-09-21 12:23:44,8 μg/m³
2022-09-21 12:28:44,9 μg/m³
2022-09-21 12:33:45,9 μg/m³
2022-09-21 12:38:45,6 μg/m³
2022-09-21 12:43:45,9 μg/m³
2022-09-21 12:48:45,10 μg/m³
2022-09-21 12:53:46,10 μg/m³
2022-09-21 13:02:23,10 μg/m³
2022-09-21 13:07:23,10 μg/m³
2022-09-21 13:12:23,8 μg/m³
2022-09-21 13:17:52,8 μg/m³
2022-09-21 13:23:06,12 μg/m³
2022-09-21 13:28:06,12 μg/m³
2022-09-21 13:33:06,16 μg/m³
2022-09-21 13:38:06,18 μg/m³
2022-09-21 13:43:07,8 μg/m³
2022-09-21 13:48:07,6 μg/m³
2022-09-21 13:53:07,7 μg/m³
2022-09-21 13:58:07,6 μg/m³
2022-09-21 14:03:07,7 μg/m³
2022-09-21 14:08:08,9 μg/m³
2022-09-21 14:13:08,10 μg/m³
2022-09-21 14:18:08,10 μg/m³
2022-09-21 14:23:08,12 μg/m³
2022-09-21 14:28:08,11 μg/m³
2022-09-21 14:34:04,8 μg/m³
2022-09-21 14:39:05,8 μg/m³
2022-09-21 14:44:05,7 μg/m³
2022-09-21 14:49:05,9 μg/m³
2022-09-21 14:54:06,10 μg/m³
2022-09-21 14:59:06,10 μg/m³
2022-09-21 15:04:06,11 μg/m³
2022-09-21 15:09:06,15 μg/m³
2022-09-21 15:15:59,16 μg/m³
2022-09-21 15:20:59,15 μg/m³
2022-09-21 15:29:43,16 μg/m³
2022-09-21 15:38:31,16 μg/m³
2022-09-21 15:43:31,14 μg/m³
2022-09-21 15:48:32,14 μg/m³
2022-09-21 15:53:32,14 μg/m³
2022-09-21 15:58:36,13 μg/m³
2022-09-21 16:03:36,11 μg/m³
2022-09-21 16:08:36,10 μg/m³
2022-09-21 16:13:36,9 μg/m³
2022-09-21 16:18:37,11 μg/m³
2022-09-21 16:23:37,8 μg/m³
2022-09-21 16:28:37,7 μg/m³
2022-09-21 16:33:38,6 μg/m³
2022-09-21 16:38:38,5 μg/m³
2022-09-21 16:43:38,6 μg/m³
2022-09-21 16:48:39,6 μg/m³
2022-09-21 16:53:39,5 μg/m³
2022-09-21 16:58:39,5 μg/m³
2022-09-21 17:02:24,7 μg/m³
2022-09-21 17:07:52,9 μg/m³
2022-09-21 17:12:53,8 μg/m³
2022-09-21 17:18:49,7 μg/m³
2022-09-21 17:23:49,7 μg/m³
2022-09-21 17:28:49,7 μg/m³
2022-09-21 17:33:49,9 μg/m³
2022-09-21 17:46:38,11 μg/m³
2022-09-21 17:51:38,11 μg/m³
2022-09-21 17:56:39,12 μg/m³
2022-09-21 18:01:39,12 μg/m³
2022-09-21 18:06:39,10 μg/m³
2022-09-21 18:11:39,9 μg/m³
2022-09-21 18:20:26,11 μg/m³
2022-09-21 18:25:26,12 μg/m³
2022-09-21 18:30:27,15 μg/m³
2022-09-21 18:35:27,16 μg/m³
2022-09-21 18:40:42,17 μg/m³
2022-09-21 18:45:42,18 μg/m³
2022-09-21 18:50:43,21 μg/m³
2022-09-21 18:55:43,20 μg/m³
2022-09-21 19:03:10,20 μg/m³
2022-09-21 19:08:10,16 μg/m³
2022-09-21 19:13:11,16 μg/m³
2022-09-21 19:18:11,14 μg/m³
2022-09-21 19:23:11,13 μg/m³
2022-09-21 19:28:12,11 μg/m³
2022-09-21 19:33:12,12 μg/m³
2022-09-21 19:38:40,16 μg/m³
2022-09-21 19:43:40,20 μg/m³
2022-09-21 19:48:41,22 μg/m³
2022-09-21 19:53:41,24 μg/m³
2022-09-21 19:58:41,18 μg/m³
2022-09-21 20:03:41,19 μg/m³
2022-09-21 20:08:41,18 μg/m³
2022-09-21 20:13:41,16 μg/m³
2022-09-21 20:18:42,15 μg/m³
2022-09-21 20:23:42,18 μg/m³
2022-09-21 20:28:42,16 μg/m³
2022-09-21 20:33:43,12 μg/m³
2022-09-21 20:38:43,10 μg/m³
2022-09-21 20:43:43,8 μg/m³
2022-09-21 20:48:44,7 μg/m³
2022-09-21 20:53:44,7 μg/m³
2022-09-21 20:58:44,8 μg/m³
2022-09-21 21:02:23,8 μg/m³
2022-09-21 21:07:23,8 μg/m³
2022-09-21 21:12:24,8 μg/m³
2022-09-21 21:17:24,8 μg/m³
2022-09-21 21:22:24,9 μg/m³
2022-09-21 21:27:24,10 μg/m³
2022-09-21 21:32:24,12 μg/m³
2022-09-21 21:37:24,12 μg/m³
2022-09-21 21:42:24,10 μg/m³
2022-09-21 21:47:25,10 μg/m³
2022-09-21 21:52:25,10 μg/m³
2022-09-21 21:57:25,11 μg/m³
2022-09-21 22:02:25,10 μg/m³
2022-09-21 22:07:26,10 μg/m³
2022-09-21 22:12:26,13 μg/m³
2022-09-21 22:17:26,12 μg/m³
2022-09-21 22:22:26,12 μg/m³
2022-09-21 22:27:26,13 μg/m³
2022-09-21 22:32:27,13 μg/m³
2022-09-21 22:37:27,14 μg/m³
2022-09-21 22:42:27,15 μg/m³
2022-09-21 22:47:41,16 μg/m³
2022-09-21 22:52:41,17 μg/m³
2022-09-21 22:57:42,17 μg/m³
2022-09-21 23:02:42,17 μg/m³
2022-09-21 23:07:42,20 μg/m³
2022-09-21 23:12:43,19 μg/m³
2022-09-21 23:17:43,20 μg/m³
2022-09-21 23:22:43,22 μg/m³
2022-09-21 23:27:43,16 μg/m³
2022-09-21 23:32:44,15 μg/m³
2022-09-21 23:37:44,13 μg/m³
2022-09-21 23:42:44,11 μg/m³
2022-09-21 23:47:45,11 μg/m³
2022-09-21 23:52:45,11 μg/m³
2022-09-21 23:57:45,9 μg/m³
2022-09-22 00:02:45,9 μg/m³
2022-09-22 00:07:45,10 μg/m³
2022-09-22 00:12:45,9 μg/m³
2022-09-22 00:17:46,8 μg/m³
2022-09-22 00:22:46,7 μg/m³
2022-09-22 00:27:46,8 μg/m³
2022-09-22 00:32:46,7 μg/m³
2022-09-22 00:37:46,7 μg/m³
2022-09-22 00:42:47,7 μg/m³
2022-09-22 00:47:47,8 μg/m³
2022-09-22 00:52:47,8 μg/m³
2022-09-22 00:57:47,8 μg/m³
2022-09-22 01:02:24,8 μg/m³
2022-09-22 01:07:25,7 μg/m³
2022-09-22 01:12:54,7 μg/m³
2022-09-22 01:17:54,9 μg/m³
2022-09-22 01:22:55,9 μg/m³
2022-09-22 01:27:55,12 μg/m³
2022-09-22 01:32:55,10 μg/m³
2022-09-22 01:37:56,8 μg/m³
2022-09-22 01:42:56,7 μg/m³
2022-09-22 01:47:56,9 μg/m³
2022-09-22 01:52:56,11 μg/m³
2022-09-22 01:57:57,18 μg/m³
2022-09-22 02:02:57,16 μg/m³
2022-09-22 02:07:57,14 μg/m³
2022-09-22 02:12:57,14 μg/m³
2022-09-22 02:17:58,16 μg/m³
2022-09-22 02:22:59,20 μg/m³
2022-09-22 02:27:59,17 μg/m³
2022-09-22 02:33:54,17 μg/m³
2022-09-22 02:38:55,16 μg/m³
2022-09-22 02:43:55,12 μg/m³
2022-09-22 02:48:55,9 μg/m³
2022-09-22 02:53:55,9 μg/m³
2022-09-22 02:58:56,8 μg/m³
2022-09-22 03:03:56,10 μg/m³
2022-09-22 03:08:56,10 μg/m³
2022-09-22 03:13:56,9 μg/m³
2022-09-22 03:18:56,9 μg/m³
2022-09-22 03:23:57,7 μg/m³
2022-09-22 03:28:57,8 μg/m³
2022-09-22 03:33:57,6 μg/m³
2022-09-22 03:38:57,5 μg/m³
2022-09-22 03:43:57,4 μg/m³
2022-09-22 03:48:58,4 μg/m³
2022-09-22 03:53:58,7 μg/m³
2022-09-22 03:58:58,5 μg/m³
2022-09-22 04:03:58,7 μg/m³
2022-09-22 04:08:58,5 μg/m³
2022-09-22 04:13:58,5 μg/m³
2022-09-22 04:20:50,5 μg/m³
2022-09-22 04:25:51,8 μg/m³
2022-09-22 04:30:51,5 μg/m³
2022-09-22 04:37:44,6 μg/m³
2022-09-22 04:42:44,4 μg/m³
2022-09-22 04:47:45,4 μg/m³
2022-09-22 04:53:41,5 μg/m³
2022-09-22 04:58:41,5 μg/m³
2022-09-22 05:02:55,4 μg/m³
2022-09-22 05:07:55,6 μg/m³
2022-09-22 05:12:55,5 μg/m³
2022-09-22 05:18:51,6 μg/m³
2022-09-22 05:23:51,7 μg/m³
2022-09-22 05:28:52,6 μg/m³
2022-09-22 05:33:52,7 μg/m³
2022-09-22 05:38:53,8 μg/m³
2022-09-22 05:43:53,11 μg/m³
2022-09-22 05:48:53,6 μg/m³
2022-09-22 05:53:53,5 μg/m³
2022-09-22 05:58:53,4 μg/m³
2022-09-22 06:03:53,4 μg/m³
2022-09-22 06:08:53,5 μg/m³
2022-09-22 06:13:54,4 μg/m³
2022-09-22 06:18:54,3 μg/m³
2022-09-22 06:23:54,4 μg/m³
2022-09-22 06:28:54,5 μg/m³
2022-09-22 06:33:55,5 μg/m³
2022-09-22 06:38:56,3 μg/m³
2022-09-22 06:43:56,3 μg/m³
2022-09-22 06:48:56,3 μg/m³
2022-09-22 06:53:56,3 μg/m³
2022-09-22 06:58:56,3 μg/m³
2022-09-22 07:03:57,3 μg/m³
2022-09-22 07:08:57,4 μg/m³
2022-09-22 07:13:57,3 μg/m³
2022-09-22 07:18:57,4 μg/m³
2022-09-22 07:23:57,4 μg/m³
2022-09-22 07:28:57,5 μg/m³
2022-09-22 07:33:58,3 μg/m³
2022-09-22 07:38:58,4 μg/m³
2022-09-22 07:43:58,3 μg/m³
2022-09-22 07:48:58,3 μg/m³
2022-09-22 07:53:58,4 μg/m³
2022-09-22 07:58:59,4 μg/m³
2022-09-22 08:03:59,5 μg/m³
2022-09-22 08:08:59,5 μg/m³
2022-09-22 08:13:59,4 μg/m³
2022-09-22 08:19:00,5 μg/m³
2022-09-22 08:24:00,6 μg/m³
2022-09-22 08:29:00,14 μg/m³
2022-09-22 08:34:00,7 μg/m³
2022-09-22 08:39:00,4 μg/m³
2022-09-22 08:44:01,4 μg/m³
2022-09-22 08:49:01,9 μg/m³
2022-09-22 08:54:01,4 μg/m³
2022-09-22 08:59:01,4 μg/m³
2022-09-22 09:02:24,5 μg/m³
2022-09-22 09:07:24,4 μg/m³
2022-09-22 09:12:24,2 μg/m³
2022-09-22 09:17:25,4 μg/m³
2022-09-22 09:22:25,4 μg/m³
2022-09-22 09:27:25,4 μg/m³
2022-09-22 09:32:25,5 μg/m³
2022-09-22 09:37:25,5 μg/m³
2022-09-22 09:42:25,4 μg/m³
2022-09-22 09:47:26,6 μg/m³
2022-09-22 09:52:26,7 μg/m³
2022-09-22 09:57:26,5 μg/m³
2022-09-22 10:02:26,4 μg/m³
2022-09-22 10:07:26,5 μg/m³
2022-09-22 10:12:27,4 μg/m³
2022-09-22 10:17:27,3 μg/m³
2022-09-22 10:22:28,4 μg/m³
2022-09-22 10:27:29,5 μg/m³
2022-09-22 10:32:29,4 μg/m³
2022-09-22 10:37:29,4 μg/m³
2022-09-22 10:42:29,3 μg/m³
2022-09-22 10:47:29,4 μg/m³
2022-09-22 10:52:30,3 μg/m³
2022-09-22 10:57:30,4 μg/m³
2022-09-22 11:02:30,4 μg/m³
2022-09-22 11:07:30,4 μg/m³
2022-09-22 11:12:30,5 μg/m³
2022-09-22 11:17:30,6 μg/m³
2022-09-22 11:22:31,5 μg/m³
2022-09-22 11:27:59,4 μg/m³
2022-09-22 13:02:23,11 μg/m³
2022-09-22 13:09:16,12 μg/m³
2022-09-22 13:14:16,10 μg/m³
2022-09-22 13:19:16,9 μg/m³
2022-09-22 13:24:16,8 μg/m³
2022-09-22 13:29:17,8 μg/m³
2022-09-22 13:34:17,10 μg/m³
2022-09-22 13:39:17,9 μg/m³
2022-09-22 13:44:17,11 μg/m³
2022-09-22 17:02:23,11 μg/m³
2022-09-22 17:07:23,14 μg/m³
2022-09-22 17:12:23,17 μg/m³
2022-09-22 17:17:23,18 μg/m³
2022-09-22 17:22:24,12 μg/m³
2022-09-22 17:27:24,11 μg/m³
2022-09-22 17:32:25,13 μg/m³
2022-09-22 17:37:25,13 μg/m³
2022-09-22 17:42:25,14 μg/m³
2022-09-22 17:47:26,14 μg/m³
2022-09-22 17:52:27,12 μg/m³
2022-09-22 17:57:27,11 μg/m³
2022-09-22 18:02:27,11 μg/m³
2022-09-22 18:08:23,9 μg/m³
2022-09-22 18:13:23,7 μg/m³
2022-09-22 18:18:24,6 μg/m³
2022-09-22 18:23:24,5 μg/m³
2022-09-22 18:28:24,4 μg/m³
2022-09-22 18:33:24,4 μg/m³
2022-09-22 18:38:24,4 μg/m³
2022-09-22 18:43:25,5 μg/m³
2022-09-22 18:48:25,5 μg/m³
2022-09-22 18:53:25,6 μg/m³
2022-09-22 18:58:25,5 μg/m³
2022-09-22 19:02:24,7 μg/m³
2022-09-22 19:07:24,8 μg/m³
2022-09-22 19:12:24,7 μg/m³
2022-09-22 19:17:24,6 μg/m³
2022-09-22 19:22:24,6 μg/m³
2022-09-22 19:27:25,5 μg/m³
2022-09-22 19:32:25,5 μg/m³
2022-09-22 19:37:25,6 μg/m³
2022-09-22 19:42:26,5 μg/m³
2022-09-22 19:47:26,6 μg/m³
2022-09-22 19:52:27,5 μg/m³
2022-09-22 19:57:27,4 μg/m³
2022-09-22 20:02:28,3 μg/m³
2022-09-22 20:07:29,3 μg/m³
2022-09-22 20:12:29,3 μg/m³
2022-09-22 20:17:29,4 μg/m³
2022-09-22 20:22:29,5 μg/m³
2022-09-22 20:27:29,6 μg/m³
2022-09-22 20:32:30,6 μg/m³
2022-09-22 20:37:32,6 μg/m³
2022-09-22 20:42:34,5 μg/m³
2022-09-22 20:47:34,5 μg/m³
2022-09-22 20:52:35,4 μg/m³
2022-09-22 20:57:35,3 μg/m³
2022-09-22 21:02:23,2 μg/m³
2022-09-22 21:07:23,3 μg/m³
2022-09-22 21:12:23,2 μg/m³
2022-09-22 21:17:24,2 μg/m³
2022-09-22 21:22:24,3 μg/m³
2022-09-22 21:27:24,4 μg/m³
2022-09-22 21:32:24,5 μg/m³
2022-09-22 21:37:24,5 μg/m³
2022-09-22 21:42:24,6 μg/m³
2022-09-22 21:47:25,6 μg/m³
2022-09-22 21:52:26,7 μg/m³
2022-09-22 21:57:26,7 μg/m³
2022-09-22 22:02:26,6 μg/m³
2022-09-22 22:07:28,8 μg/m³
2022-09-22 22:12:28,5 μg/m³
2022-09-22 22:17:28,6 μg/m³
2022-09-22 22:22:29,5 μg/m³
2022-09-22 22:27:29,5 μg/m³
2022-09-22 22:32:30,4 μg/m³
2022-09-22 22:37:30,4 μg/m³
2022-09-22 22:42:31,4 μg/m³
2022-09-22 22:47:31,4 μg/m³
2022-09-22 22:52:31,5 μg/m³
2022-09-22 22:57:31,5 μg/m³
2022-09-22 23:02:32,5 μg/m³
2022-09-22 23:07:32,5 μg/m³
2022-09-22 23:12:32,5 μg/m³
2022-09-22 23:17:32,6 μg/m³
2022-09-22 23:22:32,7 μg/m³
2022-09-22 23:27:33,8 μg/m³
2022-09-22 23:32:33,8 μg/m³
2022-09-22 23:37:33,7 μg/m³
2022-09-22 23:42:33,7 μg/m³
2022-09-22 23:47:34,7 μg/m³
2022-09-22 23:52:34,6 μg/m³
2022-09-22 23:57:34,6 μg/m³
2022-09-23 00:02:34,7 μg/m³
2022-09-23 00:07:34,8 μg/m³
2022-09-23 00:12:34,8 μg/m³
2022-09-23 00:17:35,7 μg/m³
2022-09-23 00:22:35,7 μg/m³
2022-09-23 00:27:35,6 μg/m³
2022-09-23 00:32:35,7 μg/m³
2022-09-23 00:37:35,6 μg/m³
2022-09-23 00:42:36,7 μg/m³
2022-09-23 00:47:37,7 μg/m³
2022-09-23 00:52:37,9 μg/m³
2022-09-23 00:57:38,7 μg/m³
2022-09-23 01:02:24,8 μg/m³
2022-09-23 01:07:24,11 μg/m³
2022-09-23 01:12:24,10 μg/m³
2022-09-23 01:21:07,19 μg/m³
2022-09-23 01:26:07,123 μg/m³
2022-09-23 01:32:08,52 μg/m³
2022-09-23 01:37:09,12 μg/m³
2022-09-23 01:42:09,6 μg/m³
2022-09-23 01:47:09,7 μg/m³
2022-09-23 01:52:09,7 μg/m³
2022-09-23 01:57:09,7 μg/m³
2022-09-23 02:02:09,8 μg/m³
2022-09-23 02:07:09,8 μg/m³
2022-09-23 02:12:10,9 μg/m³
2022-09-23 02:17:10,11 μg/m³
2022-09-23 02:22:11,13 μg/m³
2022-09-23 02:27:11,13 μg/m³
2022-09-23 02:32:11,16 μg/m³
2022-09-23 02:37:11,23 μg/m³
2022-09-23 02:44:04,18 μg/m³
2022-09-23 02:49:04,18 μg/m³
2022-09-23 02:54:05,17 μg/m³
2022-09-23 02:59:06,17 μg/m³
2022-09-23 03:04:06,15 μg/m³
2022-09-23 03:09:06,13 μg/m³
2022-09-23 03:14:07,11 μg/m³
2022-09-23 03:19:07,12 μg/m³
2022-09-23 03:24:07,14 μg/m³
2022-09-23 03:29:08,15 μg/m³
2022-09-23 03:34:08,12 μg/m³
2022-09-23 03:39:09,6 μg/m³
2022-09-23 03:44:09,8 μg/m³
2022-09-23 03:49:09,7 μg/m³
2022-09-23 03:54:09,7 μg/m³
2022-09-23 03:59:09,6 μg/m³
2022-09-23 04:04:10,6 μg/m³
2022-09-23 04:09:10,5 μg/m³
2022-09-23 04:14:10,6 μg/m³
2022-09-23 04:19:10,8 μg/m³
2022-09-23 04:24:10,7 μg/m³
2022-09-23 04:29:11,7 μg/m³
2022-09-23 04:34:11,7 μg/m³
2022-09-23 04:39:11,7 μg/m³
2022-09-23 04:44:11,7 μg/m³
2022-09-23 04:49:11,17 μg/m³
2022-09-23 04:54:12,8 μg/m³
2022-09-23 04:59:13,9 μg/m³
2022-09-23 05:02:24,7 μg/m³
2022-09-23 05:07:24,7 μg/m³
2022-09-23 05:12:25,7 μg/m³
2022-09-23 05:18:20,6 μg/m³
2022-09-23 05:23:21,7 μg/m³
2022-09-23 05:28:21,7 μg/m³
2022-09-23 05:33:21,9 μg/m³
2022-09-23 05:38:21,9 μg/m³
2022-09-23 05:43:21,11 μg/m³
2022-09-23 05:48:22,6 μg/m³
2022-09-23 05:53:22,8 μg/m³
2022-09-23 05:58:22,7 μg/m³
2022-09-23 06:03:22,6 μg/m³
2022-09-23 06:08:23,4 μg/m³
2022-09-23 06:13:23,3 μg/m³
2022-09-23 06:18:37,3 μg/m³
2022-09-23 06:23:37,3 μg/m³
2022-09-23 06:28:37,4 μg/m³
2022-09-23 06:33:38,3 μg/m³
2022-09-23 06:38:38,4 μg/m³
2022-09-23 06:43:38,4 μg/m³
2022-09-23 06:48:38,4 μg/m³
2022-09-23 06:53:38,5 μg/m³
2022-09-23 06:58:39,4 μg/m³
2022-09-23 07:03:39,3 μg/m³
2022-09-23 07:08:39,4 μg/m³
2022-09-23 07:13:40,4 μg/m³
2022-09-23 07:18:40,5 μg/m³
2022-09-23 07:23:40,5 μg/m³
2022-09-23 07:28:40,5 μg/m³
2022-09-23 07:33:41,4 μg/m³
2022-09-23 07:38:41,7 μg/m³
2022-09-23 07:43:41,8 μg/m³
2022-09-23 07:48:41,9 μg/m³
2022-09-23 07:53:41,8 μg/m³
2022-09-23 07:58:41,7 μg/m³
2022-09-23 08:03:41,6 μg/m³
2022-09-23 08:08:42,5 μg/m³
2022-09-23 08:13:42,5 μg/m³
2022-09-23 08:18:42,4 μg/m³
2022-09-23 08:23:42,8 μg/m³
2022-09-23 08:28:42,10 μg/m³
2022-09-23 08:33:43,10 μg/m³
2022-09-23 08:38:43,11 μg/m³
2022-09-23 08:43:43,10 μg/m³
2022-09-23 08:48:43,8 μg/m³
2022-09-23 08:53:43,11 μg/m³
2022-09-23 08:58:44,6 μg/m³
2022-09-23 09:02:24,5 μg/m³
2022-09-23 09:07:24,7 μg/m³
2022-09-23 09:12:24,7 μg/m³
2022-09-23 09:17:24,9 μg/m³
2022-09-23 09:22:24,11 μg/m³
2022-09-23 09:27:24,9 μg/m³
2022-09-23 09:32:24,9 μg/m³
2022-09-23 09:37:25,11 μg/m³
2022-09-23 09:42:25,10 μg/m³
2022-09-23 09:47:25,12 μg/m³
2022-09-23 09:52:25,13 μg/m³
2022-09-23 09:57:25,15 μg/m³
2022-09-23 10:02:26,18 μg/m³
2022-09-23 10:07:26,20 μg/m³
2022-09-23 10:12:26,21 μg/m³
2022-09-23 10:17:26,16 μg/m³
2022-09-23 10:22:26,15 μg/m³
2022-09-23 10:27:27,16 μg/m³
2022-09-23 10:32:27,15 μg/m³
2022-09-23 10:37:27,16 μg/m³
2022-09-23 10:42:27,14 μg/m³
2022-09-23 10:47:27,17 μg/m³
2022-09-23 10:52:28,14 μg/m³
2022-09-23 10:57:28,19 μg/m³
2022-09-23 11:02:28,17 μg/m³
2022-09-23 11:07:28,18 μg/m³
2022-09-23 11:12:29,19 μg/m³
2022-09-23 11:17:29,21 μg/m³
2022-09-23 11:22:29,24 μg/m³
2022-09-23 11:29:09,21 μg/m³
2022-09-23 11:34:09,17 μg/m³
2022-09-23 11:39:10,16 μg/m³
2022-09-23 11:44:10,20 μg/m³
2022-09-23 11:49:10,22 μg/m³
2022-09-23 11:54:10,20 μg/m³
2022-09-23 11:59:10,24 μg/m³
2022-09-23 12:04:11,28 μg/m³
2022-09-23 12:09:11,26 μg/m³
2022-09-23 12:14:11,26 μg/m³
2022-09-23 12:19:11,23 μg/m³
2022-09-23 12:24:11,23 μg/m³
2022-09-23 12:29:11,26 μg/m³
2022-09-23 12:34:12,24 μg/m³
2022-09-23 12:39:12,24 μg/m³
2022-09-23 12:44:12,22 μg/m³
2022-09-23 12:49:12,18 μg/m³
2022-09-23 12:54:12,17 μg/m³
2022-09-23 12:59:13,17 μg/m³
2022-09-23 13:02:23,30 μg/m³
2022-09-23 13:07:23,19 μg/m³
2022-09-23 13:12:23,17 μg/m³
2022-09-23 13:17:24,14 μg/m³
2022-09-23 13:22:27,15 μg/m³
2022-09-23 13:27:28,15 μg/m³
2022-09-23 13:32:28,15 μg/m³
2022-09-23 13:37:29,13 μg/m³
2022-09-23 13:42:29,16 μg/m³
2022-09-23 13:47:29,17 μg/m³
2022-09-23 13:52:30,18 μg/m³
2022-09-23 13:57:31,22 μg/m³
2022-09-23 14:02:31,27 μg/m³
2022-09-23 14:07:31,58 μg/m³
2022-09-23 14:13:31,69 μg/m³
2022-09-23 14:19:32,74 μg/m³
2022-09-23 14:25:32,99 μg/m³
2022-09-23 14:31:34,135 μg/m³
2022-09-23 14:37:34,130 μg/m³
2022-09-23 14:43:34,124 μg/m³
2022-09-23 14:49:34,131 μg/m³
2022-09-23 14:55:35,107 μg/m³
2022-09-23 15:01:39,101 μg/m³
2022-09-23 15:07:39,87 μg/m³
2022-09-23 15:13:39,74 μg/m³
2022-09-23 15:19:40,39 μg/m³
2022-09-23 15:24:40,55 μg/m³
2022-09-23 15:29:40,54 μg/m³
2022-09-23 15:34:40,47 μg/m³
2022-09-23 15:39:40,38 μg/m³
2022-09-23 15:44:41,39 μg/m³
2022-09-23 15:49:41,32 μg/m³
2022-09-23 15:54:41,35 μg/m³
2022-09-23 15:59:42,45 μg/m³
2022-09-23 16:04:42,52 μg/m³
2022-09-23 16:09:42,47 μg/m³
2022-09-23 16:14:43,43 μg/m³
2022-09-23 16:19:43,40 μg/m³
2022-09-23 16:24:43,29 μg/m³
2022-09-23 16:29:43,32 μg/m³
2022-09-23 16:34:44,32 μg/m³
2022-09-23 16:39:44,34 μg/m³
2022-09-23 16:44:44,34 μg/m³
2022-09-23 16:49:44,37 μg/m³
2022-09-23 16:54:44,36 μg/m³
2022-09-23 16:59:45,32 μg/m³
2022-09-23 17:02:23,33 μg/m³
2022-09-23 17:07:23,33 μg/m³
2022-09-23 17:12:23,33 μg/m³
2022-09-23 17:17:23,32 μg/m³
2022-09-23 17:22:23,30 μg/m³
2022-09-23 17:27:23,20 μg/m³
2022-09-23 17:32:23,25 μg/m³
2022-09-23 17:37:24,25 μg/m³
2022-09-23 17:42:24,25 μg/m³
2022-09-23 17:47:24,27 μg/m³
2022-09-23 17:52:24,27 μg/m³
2022-09-23 17:57:25,29 μg/m³
2022-09-23 18:02:25,33 μg/m³
2022-09-23 18:07:25,34 μg/m³
2022-09-23 18:12:26,34 μg/m³
2022-09-23 18:17:27,33 μg/m³
2022-09-23 18:22:27,32 μg/m³
2022-09-23 18:27:27,30 μg/m³
2022-09-23 18:32:27,28 μg/m³
2022-09-23 18:37:28,24 μg/m³
2022-09-23 18:42:28,24 μg/m³
2022-09-23 18:47:28,24 μg/m³
2022-09-23 18:52:28,22 μg/m³
2022-09-23 18:57:29,24 μg/m³
2022-09-23 19:02:24,23 μg/m³
2022-09-23 19:07:25,25 μg/m³
2022-09-23 19:12:25,23 μg/m³
2022-09-23 19:17:26,23 μg/m³
2022-09-23 19:22:26,24 μg/m³
2022-09-23 19:27:26,22 μg/m³
2022-09-23 19:32:26,22 μg/m³
2022-09-23 19:37:27,20 μg/m³
2022-09-23 19:42:27,21 μg/m³
2022-09-23 19:47:28,21 μg/m³
2022-09-23 19:52:29,21 μg/m³
2022-09-23 19:57:29,21 μg/m³
2022-09-23 20:02:29,23 μg/m³
2022-09-23 20:07:29,20 μg/m³
2022-09-23 20:12:30,18 μg/m³
2022-09-23 20:17:30,17 μg/m³
2022-09-23 20:22:30,17 μg/m³
2022-09-23 20:27:30,18 μg/m³
2022-09-23 20:32:31,18 μg/m³
2022-09-23 20:37:31,19 μg/m³
2022-09-23 20:42:31,15 μg/m³
2022-09-23 20:47:31,15 μg/m³
2022-09-23 20:52:32,15 μg/m³
2022-09-23 20:57:32,16 μg/m³
2022-09-23 21:02:23,18 μg/m³
2022-09-23 21:07:23,19 μg/m³
2022-09-23 21:12:23,18 μg/m³
2022-09-23 21:17:24,16 μg/m³
2022-09-23 21:22:24,16 μg/m³
2022-09-23 21:27:24,15 μg/m³
2022-09-23 21:32:25,14 μg/m³
2022-09-23 21:37:25,14 μg/m³
2022-09-23 21:42:25,13 μg/m³
2022-09-23 21:47:25,14 μg/m³
2022-09-23 21:52:26,17 μg/m³
2022-09-23 21:57:26,17 μg/m³
2022-09-23 22:02:26,16 μg/m³
2022-09-23 22:07:27,17 μg/m³
2022-09-23 22:12:27,17 μg/m³
2022-09-23 22:17:27,17 μg/m³
2022-09-23 22:22:27,17 μg/m³
2022-09-23 22:27:27,17 μg/m³
2022-09-23 22:32:28,18 μg/m³
2022-09-23 22:37:28,17 μg/m³
2022-09-23 22:42:28,17 μg/m³
2022-09-23 22:47:28,17 μg/m³
2022-09-23 22:52:28,17 μg/m³
2022-09-23 22:57:29,17 μg/m³
2022-09-23 23:02:29,16 μg/m³
2022-09-23 23:07:30,18 μg/m³
2022-09-23 23:12:30,18 μg/m³
2022-09-23 23:17:30,18 μg/m³
2022-09-23 23:22:31,18 μg/m³
2022-09-23 23:27:31,18 μg/m³
2022-09-23 23:32:31,18 μg/m³
2022-09-23 23:37:32,17 μg/m³
2022-09-23 23:42:32,16 μg/m³
2022-09-23 23:47:32,16 μg/m³
2022-09-23 23:52:32,17 μg/m³
2022-09-23 23:57:32,17 μg/m³
2022-09-24 00:02:33,17 μg/m³
2022-09-24 00:07:33,18 μg/m³
2022-09-24 00:12:33,17 μg/m³
2022-09-24 00:17:33,18 μg/m³
