"Time","Particulas_PM25"
2022-05-31 20:16:58,20 μg/m³
2022-05-31 20:21:58,7 μg/m³
2022-05-31 20:27:06,8 μg/m³
2022-05-31 20:32:06,6 μg/m³
2022-05-31 20:37:06,7 μg/m³
2022-05-31 20:42:06,7 μg/m³
2022-05-31 20:47:06,7 μg/m³
2022-05-31 20:52:07,7 μg/m³
2022-05-31 20:57:07,7 μg/m³
2022-05-31 21:02:07,9 μg/m³
2022-05-31 21:07:07,13 μg/m³
2022-05-31 21:12:07,17 μg/m³
2022-05-31 21:17:08,15 μg/m³
2022-05-31 21:22:08,8 μg/m³
2022-05-31 21:27:08,9 μg/m³
2022-05-31 21:32:08,9 μg/m³
2022-05-31 21:37:08,15 μg/m³
2022-05-31 21:42:09,13 μg/m³
2022-05-31 21:47:09,9 μg/m³
2022-05-31 21:52:09,7 μg/m³
2022-05-31 21:57:09,8 μg/m³
2022-05-31 22:02:09,20 μg/m³
2022-05-31 22:07:09,22 μg/m³
2022-05-31 22:12:10,13 μg/m³
2022-05-31 22:17:10,13 μg/m³
2022-05-31 22:22:10,13 μg/m³
2022-05-31 22:27:17,11 μg/m³
2022-05-31 22:32:17,9 μg/m³
2022-05-31 22:37:17,8 μg/m³
2022-05-31 22:42:17,7 μg/m³
2022-05-31 22:47:17,8 μg/m³
2022-05-31 22:52:18,8 μg/m³
2022-05-31 22:57:18,11 μg/m³
2022-05-31 23:02:18,18 μg/m³
2022-05-31 23:07:18,18 μg/m³
2022-05-31 23:12:18,18 μg/m³
2022-05-31 23:17:18,20 μg/m³
2022-05-31 23:22:18,17 μg/m³
2022-05-31 23:27:19,17 μg/m³
2022-05-31 23:32:19,19 μg/m³
2022-05-31 23:37:19,22 μg/m³
2022-05-31 23:42:19,32 μg/m³
2022-05-31 23:47:19,22 μg/m³
2022-05-31 23:52:19,37 μg/m³
2022-05-31 23:57:20,28 μg/m³
2022-06-01 00:02:20,25 μg/m³
2022-06-01 00:07:20,24 μg/m³
2022-06-01 00:12:20,21 μg/m³
2022-06-01 00:17:20,20 μg/m³
2022-06-01 00:22:20,18 μg/m³
2022-06-01 00:27:28,22 μg/m³
2022-06-01 00:32:28,37 μg/m³
2022-06-01 00:37:28,45 μg/m³
2022-06-01 00:42:28,34 μg/m³
2022-06-01 00:47:28,25 μg/m³
2022-06-01 00:52:28,19 μg/m³
2022-06-01 00:57:28,17 μg/m³
2022-06-01 01:02:29,16 μg/m³
2022-06-01 01:07:29,16 μg/m³
2022-06-01 01:12:29,16 μg/m³
2022-06-01 01:17:29,18 μg/m³
2022-06-01 01:22:29,19 μg/m³
2022-06-01 01:27:30,43 μg/m³
2022-06-01 01:32:30,63 μg/m³
2022-06-01 01:38:30,47 μg/m³
2022-06-01 01:43:30,37 μg/m³
2022-06-01 01:48:30,32 μg/m³
2022-06-01 01:53:30,30 μg/m³
2022-06-01 01:58:31,31 μg/m³
2022-06-01 02:03:31,29 μg/m³
2022-06-01 02:08:31,30 μg/m³
2022-06-01 02:13:31,30 μg/m³
2022-06-01 02:18:31,29 μg/m³
2022-06-01 02:23:32,36 μg/m³
2022-06-01 02:27:40,42 μg/m³
2022-06-01 02:32:40,46 μg/m³
2022-06-01 02:37:40,40 μg/m³
2022-06-01 02:42:40,40 μg/m³
2022-06-01 02:47:40,37 μg/m³
2022-06-01 02:52:40,32 μg/m³
2022-06-01 02:57:40,27 μg/m³
2022-06-01 03:02:41,23 μg/m³
2022-06-01 03:07:41,26 μg/m³
2022-06-01 03:12:41,22 μg/m³
2022-06-01 03:17:41,21 μg/m³
2022-06-01 03:22:41,20 μg/m³
2022-06-01 03:27:42,16 μg/m³
2022-06-01 03:32:42,12 μg/m³
2022-06-01 03:37:42,13 μg/m³
2022-06-01 03:42:42,12 μg/m³
2022-06-01 03:47:42,12 μg/m³
2022-06-01 03:52:42,12 μg/m³
2022-06-01 03:57:43,18 μg/m³
2022-06-01 04:02:43,11 μg/m³
2022-06-01 04:07:43,11 μg/m³
2022-06-01 04:12:43,9 μg/m³
2022-06-01 04:17:43,8 μg/m³
2022-06-01 04:22:43,8 μg/m³
2022-06-01 04:27:50,8 μg/m³
2022-06-01 04:32:50,7 μg/m³
2022-06-01 04:37:50,4 μg/m³
2022-06-01 04:42:50,5 μg/m³
2022-06-01 04:47:51,4 μg/m³
2022-06-01 04:52:51,9 μg/m³
2022-06-01 04:57:51,7 μg/m³
2022-06-01 05:02:51,7 μg/m³
2022-06-01 05:07:51,7 μg/m³
2022-06-01 05:12:51,8 μg/m³
2022-06-01 05:17:51,11 μg/m³
2022-06-01 05:22:52,9 μg/m³
2022-06-01 05:27:52,8 μg/m³
2022-06-01 05:32:52,8 μg/m³
2022-06-01 05:37:52,7 μg/m³
2022-06-01 05:42:52,9 μg/m³
2022-06-01 05:47:52,9 μg/m³
2022-06-01 05:52:53,9 μg/m³
2022-06-01 05:57:53,9 μg/m³
2022-06-01 06:02:53,10 μg/m³
2022-06-01 06:07:53,9 μg/m³
2022-06-01 06:12:53,10 μg/m³
2022-06-01 06:17:54,9 μg/m³
2022-06-01 06:22:54,7 μg/m³
2022-06-01 06:28:01,7 μg/m³
2022-06-01 06:33:02,7 μg/m³
2022-06-01 06:38:02,7 μg/m³
2022-06-01 06:43:02,7 μg/m³
2022-06-01 06:48:02,7 μg/m³
2022-06-01 06:53:02,9 μg/m³
2022-06-01 06:58:02,9 μg/m³
2022-06-01 07:03:02,9 μg/m³
2022-06-01 07:08:03,8 μg/m³
2022-06-01 07:13:03,8 μg/m³
2022-06-01 07:18:03,8 μg/m³
2022-06-01 07:23:03,10 μg/m³
2022-06-01 07:28:03,10 μg/m³
2022-06-01 07:33:03,10 μg/m³
2022-06-01 07:38:04,10 μg/m³
2022-06-01 07:43:04,11 μg/m³
2022-06-01 07:48:04,10 μg/m³
2022-06-01 07:53:04,10 μg/m³
2022-06-01 07:58:04,10 μg/m³
2022-06-01 08:03:05,12 μg/m³
2022-06-01 08:08:05,13 μg/m³
2022-06-01 08:13:05,9 μg/m³
2022-06-01 08:18:05,11 μg/m³
2022-06-01 08:23:05,10 μg/m³
2022-06-01 08:28:12,8 μg/m³
2022-06-01 08:33:12,11 μg/m³
2022-06-01 08:38:12,10 μg/m³
2022-06-01 08:43:12,7 μg/m³
2022-06-01 08:48:13,8 μg/m³
2022-06-01 08:53:13,7 μg/m³
2022-06-01 08:58:13,7 μg/m³
2022-06-01 09:03:13,8 μg/m³
2022-06-01 09:08:13,10 μg/m³
2022-06-01 09:13:13,9 μg/m³
2022-06-01 09:18:14,8 μg/m³
2022-06-01 09:23:14,7 μg/m³
2022-06-01 09:28:14,7 μg/m³
2022-06-01 09:33:14,7 μg/m³
2022-06-01 09:38:14,6 μg/m³
2022-06-01 09:43:15,8 μg/m³
2022-06-01 09:48:15,10 μg/m³
2022-06-01 09:53:15,8 μg/m³
2022-06-01 09:58:15,8 μg/m³
2022-06-01 10:03:15,10 μg/m³
2022-06-01 10:08:02,10 μg/m³
2022-06-01 10:13:02,10 μg/m³
2022-06-01 10:18:02,7 μg/m³
2022-06-01 10:23:02,8 μg/m³
2022-06-01 10:28:03,10 μg/m³
2022-06-01 10:33:46,11 μg/m³
2022-06-01 10:38:46,7 μg/m³
2022-06-01 10:43:47,6 μg/m³
2022-06-01 10:48:47,7 μg/m³
2022-06-01 10:53:47,6 μg/m³
2022-06-01 10:59:40,8 μg/m³
2022-06-01 11:04:40,7 μg/m³
2022-06-01 11:10:23,6 μg/m³
2022-06-01 11:15:23,5 μg/m³
2022-06-01 11:20:23,5 μg/m³
2022-06-02 03:25:45,4 μg/m³
2022-06-02 03:30:45,3 μg/m³
2022-06-02 03:35:45,3 μg/m³
2022-06-02 05:23:36,4 μg/m³
2022-06-02 05:28:37,3 μg/m³
2022-06-02 05:33:37,6 μg/m³
2022-06-02 05:38:37,5 μg/m³
2022-06-02 05:43:37,4 μg/m³
2022-06-02 05:48:37,3 μg/m³
2022-06-02 05:53:37,4 μg/m³
2022-06-02 05:58:38,4 μg/m³
2022-06-02 06:03:38,4 μg/m³
2022-06-02 06:06:52,4 μg/m³
2022-06-02 06:11:52,5 μg/m³
2022-06-02 06:16:53,5 μg/m³
2022-06-02 06:21:53,5 μg/m³
2022-06-02 06:26:53,4 μg/m³
2022-06-02 06:31:53,5 μg/m³
2022-06-02 06:36:53,4 μg/m³
2022-06-02 06:41:53,6 μg/m³
2022-06-02 06:46:54,6 μg/m³
2022-06-02 06:51:54,5 μg/m³
2022-06-02 06:56:54,5 μg/m³
2022-06-02 07:01:54,4 μg/m³
2022-06-02 07:06:54,4 μg/m³
2022-06-02 07:11:54,4 μg/m³
2022-06-02 07:16:55,4 μg/m³
2022-06-02 07:21:55,4 μg/m³
2022-06-02 07:26:55,4 μg/m³
2022-06-02 07:31:55,4 μg/m³
2022-06-02 07:36:56,4 μg/m³
2022-06-02 07:41:56,3 μg/m³
2022-06-02 07:46:56,3 μg/m³
2022-06-02 07:51:56,5 μg/m³
2022-06-02 07:56:56,3 μg/m³
2022-06-02 08:01:56,3 μg/m³
2022-06-02 08:07:03,4 μg/m³
2022-06-02 08:12:03,4 μg/m³
2022-06-02 08:17:03,5 μg/m³
2022-06-02 08:22:03,5 μg/m³
2022-06-02 08:27:04,4 μg/m³
2022-06-02 08:32:04,5 μg/m³
2022-06-02 08:37:04,4 μg/m³
2022-06-02 08:42:04,4 μg/m³
2022-06-02 08:47:04,4 μg/m³
2022-06-02 08:54:14,4 μg/m³
2022-06-02 08:59:14,4 μg/m³
2022-06-02 09:04:14,6 μg/m³
2022-06-02 09:09:15,5 μg/m³
2022-06-02 09:14:15,4 μg/m³
2022-06-02 09:19:15,5 μg/m³
2022-06-02 09:24:15,3 μg/m³
2022-06-02 09:29:15,3 μg/m³
2022-06-02 09:34:15,3 μg/m³
2022-06-02 09:39:15,5 μg/m³
2022-06-02 09:44:16,3 μg/m³
2022-06-02 09:49:16,4 μg/m³
2022-06-02 09:54:16,4 μg/m³
2022-06-02 09:59:16,5 μg/m³
2022-06-02 10:04:16,4 μg/m³
2022-06-02 10:07:26,12 μg/m³
2022-06-02 10:12:26,6 μg/m³
2022-06-02 10:17:26,9 μg/m³
2022-06-02 10:22:27,8 μg/m³
2022-06-02 10:27:27,8 μg/m³
2022-06-02 10:32:27,6 μg/m³
2022-06-02 10:37:27,7 μg/m³
2022-06-02 10:42:27,6 μg/m³
2022-06-02 10:47:27,7 μg/m³
2022-06-02 10:52:27,6 μg/m³
2022-06-02 10:57:28,6 μg/m³
2022-06-02 11:02:28,9 μg/m³
2022-06-02 11:07:28,7 μg/m³
2022-06-02 11:12:28,8 μg/m³
2022-06-02 11:17:28,8 μg/m³
2022-06-02 11:22:29,7 μg/m³
2022-06-02 11:27:29,8 μg/m³
2022-06-02 11:32:29,8 μg/m³
2022-06-02 11:37:29,6 μg/m³
2022-06-02 11:42:29,8 μg/m³
2022-06-02 11:47:29,8 μg/m³
2022-06-02 11:52:29,7 μg/m³
2022-06-02 11:57:30,8 μg/m³
2022-06-02 12:02:30,7 μg/m³
2022-06-02 12:07:38,7 μg/m³
2022-06-02 12:12:38,8 μg/m³
2022-06-02 12:17:38,10 μg/m³
2022-06-02 12:22:39,10 μg/m³
2022-06-02 12:27:39,9 μg/m³
2022-06-02 12:32:39,12 μg/m³
2022-06-02 12:37:39,10 μg/m³
2022-06-02 12:42:39,14 μg/m³
2022-06-02 12:47:39,11 μg/m³
2022-06-02 12:52:39,14 μg/m³
2022-06-02 12:57:39,12 μg/m³
2022-06-02 13:02:40,14 μg/m³
2022-06-02 13:07:40,14 μg/m³
2022-06-02 13:12:40,12 μg/m³
2022-06-02 13:17:40,13 μg/m³
2022-06-02 13:22:40,12 μg/m³
2022-06-02 13:27:41,14 μg/m³
2022-06-02 13:32:41,15 μg/m³
2022-06-02 13:37:41,20 μg/m³
2022-06-02 13:42:41,13 μg/m³
2022-06-02 13:47:41,13 μg/m³
2022-06-02 13:52:41,17 μg/m³
2022-06-02 13:57:42,17 μg/m³
2022-06-02 14:02:42,16 μg/m³
2022-06-02 14:07:49,15 μg/m³
2022-06-02 14:12:49,12 μg/m³
2022-06-02 14:17:49,13 μg/m³
2022-06-02 14:22:49,15 μg/m³
2022-06-02 14:27:49,16 μg/m³
2022-06-02 14:32:50,19 μg/m³
2022-06-02 14:37:50,19 μg/m³
2022-06-02 14:42:50,22 μg/m³
2022-06-02 14:47:50,23 μg/m³
2022-06-02 14:52:50,22 μg/m³
2022-06-02 14:57:51,23 μg/m³
2022-06-02 15:02:51,20 μg/m³
2022-06-02 15:07:51,15 μg/m³
2022-06-02 15:12:51,27 μg/m³
2022-06-02 15:17:51,22 μg/m³
2022-06-02 15:22:52,21 μg/m³
2022-06-02 15:27:52,16 μg/m³
2022-06-02 15:32:52,31 μg/m³
2022-06-02 15:37:52,29 μg/m³
2022-06-02 15:42:52,20 μg/m³
2022-06-02 15:47:53,23 μg/m³
2022-06-02 15:52:53,14 μg/m³
2022-06-02 15:57:53,13 μg/m³
2022-06-02 16:02:53,13 μg/m³
2022-06-02 16:08:00,13 μg/m³
2022-06-02 16:13:00,14 μg/m³
2022-06-02 16:18:01,13 μg/m³
2022-06-02 16:23:01,12 μg/m³
2022-06-02 16:28:01,12 μg/m³
2022-06-02 16:33:01,13 μg/m³
2022-06-02 16:38:01,11 μg/m³
2022-06-02 16:43:01,13 μg/m³
2022-06-02 16:48:01,11 μg/m³
2022-06-02 16:53:02,12 μg/m³
2022-06-02 16:58:02,14 μg/m³
2022-06-02 17:03:02,13 μg/m³
2022-06-02 17:08:02,13 μg/m³
2022-06-02 17:13:02,9 μg/m³
2022-06-02 17:18:02,11 μg/m³
2022-06-02 17:23:03,11 μg/m³
2022-06-02 17:28:03,12 μg/m³
2022-06-02 17:33:03,13 μg/m³
2022-06-02 17:38:03,14 μg/m³
2022-06-02 17:43:03,19 μg/m³
2022-06-02 17:48:03,32 μg/m³
2022-06-02 17:53:04,25 μg/m³
2022-06-02 17:58:04,37 μg/m³
2022-06-02 18:03:04,22 μg/m³
2022-06-02 18:08:11,28 μg/m³
2022-06-02 18:13:11,34 μg/m³
2022-06-02 18:18:11,41 μg/m³
2022-06-02 18:23:11,36 μg/m³
2022-06-02 18:28:11,35 μg/m³
2022-06-02 18:33:12,22 μg/m³
2022-06-02 18:38:12,17 μg/m³
2022-06-02 18:43:12,12 μg/m³
2022-06-02 18:48:12,12 μg/m³
2022-06-02 18:53:12,12 μg/m³
2022-06-02 18:58:12,12 μg/m³
2022-06-02 19:03:12,16 μg/m³
2022-06-02 19:08:13,16 μg/m³
2022-06-02 19:13:13,31 μg/m³
2022-06-02 19:18:13,39 μg/m³
2022-06-02 19:23:13,36 μg/m³
2022-06-02 19:28:13,47 μg/m³
2022-06-02 19:33:13,43 μg/m³
2022-06-02 19:38:14,22 μg/m³
2022-06-02 19:43:14,16 μg/m³
2022-06-02 19:48:14,13 μg/m³
2022-06-02 19:53:14,8 μg/m³
2022-06-02 19:58:14,7 μg/m³
2022-06-02 20:03:14,6 μg/m³
2022-06-02 20:08:23,7 μg/m³
2022-06-02 20:13:23,7 μg/m³
2022-06-02 20:18:23,7 μg/m³
2022-06-02 20:23:23,10 μg/m³
2022-06-02 20:28:23,8 μg/m³
2022-06-02 20:33:24,9 μg/m³
2022-06-02 20:38:24,11 μg/m³
2022-06-02 20:43:24,19 μg/m³
2022-06-02 20:48:24,26 μg/m³
2022-06-02 20:53:24,37 μg/m³
2022-06-02 20:58:24,30 μg/m³
2022-06-02 21:03:25,18 μg/m³
2022-06-02 21:08:25,13 μg/m³
2022-06-02 21:13:25,12 μg/m³
2022-06-02 21:18:25,12 μg/m³
2022-06-02 21:23:26,13 μg/m³
2022-06-02 21:28:26,12 μg/m³
2022-06-02 21:33:26,10 μg/m³
2022-06-02 21:38:26,9 μg/m³
2022-06-02 21:43:26,10 μg/m³
2022-06-02 21:48:27,11 μg/m³
2022-06-02 21:53:27,9 μg/m³
2022-06-02 21:58:27,11 μg/m³
2022-06-02 22:03:27,12 μg/m³
2022-06-02 22:08:35,11 μg/m³
2022-06-02 22:13:35,11 μg/m³
2022-06-02 22:18:35,11 μg/m³
2022-06-02 22:23:35,11 μg/m³
2022-06-02 22:28:35,12 μg/m³
2022-06-02 22:33:35,13 μg/m³
2022-06-02 22:38:36,14 μg/m³
2022-06-02 22:43:36,23 μg/m³
2022-06-02 22:48:36,21 μg/m³
2022-06-02 22:53:36,24 μg/m³
2022-06-02 22:58:36,26 μg/m³
2022-06-02 23:03:37,29 μg/m³
2022-06-02 23:08:37,30 μg/m³
2022-06-02 23:13:37,31 μg/m³
2022-06-02 23:18:37,33 μg/m³
2022-06-02 23:23:37,32 μg/m³
2022-06-02 23:28:38,31 μg/m³
2022-06-02 23:33:38,32 μg/m³
2022-06-02 23:38:38,30 μg/m³
2022-06-02 23:43:38,32 μg/m³
2022-06-02 23:48:38,35 μg/m³
2022-06-02 23:53:39,40 μg/m³
2022-06-02 23:58:39,33 μg/m³
2022-06-03 00:03:39,32 μg/m³
2022-06-03 00:08:46,35 μg/m³
2022-06-03 00:13:46,35 μg/m³
2022-06-03 00:18:46,33 μg/m³
2022-06-03 00:23:46,31 μg/m³
2022-06-03 00:28:46,34 μg/m³
2022-06-03 00:33:46,31 μg/m³
2022-06-03 00:38:46,39 μg/m³
2022-06-03 00:43:47,33 μg/m³
2022-06-03 00:48:47,34 μg/m³
2022-06-03 00:53:47,35 μg/m³
2022-06-03 00:58:47,34 μg/m³
2022-06-03 01:03:47,34 μg/m³
2022-06-03 01:08:47,33 μg/m³
2022-06-03 01:13:48,38 μg/m³
2022-06-03 01:18:48,54 μg/m³
2022-06-03 01:23:48,54 μg/m³
2022-06-03 01:28:48,52 μg/m³
2022-06-03 01:33:48,51 μg/m³
2022-06-03 01:38:48,54 μg/m³
2022-06-03 01:43:49,52 μg/m³
2022-06-03 01:48:49,50 μg/m³
2022-06-03 01:53:49,48 μg/m³
2022-06-03 01:58:49,48 μg/m³
2022-06-03 02:03:49,59 μg/m³
2022-06-03 02:08:56,51 μg/m³
2022-06-03 02:13:57,40 μg/m³
2022-06-03 02:18:57,40 μg/m³
2022-06-03 02:23:57,44 μg/m³
2022-06-03 02:28:57,47 μg/m³
2022-06-03 02:33:57,44 μg/m³
2022-06-03 02:38:57,37 μg/m³
2022-06-03 02:43:58,34 μg/m³
2022-06-03 02:48:58,35 μg/m³
2022-06-03 02:53:58,47 μg/m³
2022-06-03 02:58:58,30 μg/m³
2022-06-03 03:03:58,20 μg/m³
2022-06-03 03:08:58,25 μg/m³
2022-06-03 03:13:58,21 μg/m³
2022-06-03 03:18:59,21 μg/m³
2022-06-03 03:23:59,17 μg/m³
2022-06-03 03:28:59,10 μg/m³
2022-06-03 03:33:59,9 μg/m³
2022-06-03 03:38:59,23 μg/m³
2022-06-03 03:44:00,23 μg/m³
2022-06-03 03:49:00,22 μg/m³
2022-06-03 03:54:00,18 μg/m³
2022-06-03 03:59:00,15 μg/m³
2022-06-03 04:04:00,12 μg/m³
2022-06-03 04:09:08,15 μg/m³
2022-06-03 04:14:08,11 μg/m³
2022-06-03 04:19:08,19 μg/m³
2022-06-03 04:24:09,9 μg/m³
2022-06-03 04:29:09,7 μg/m³
2022-06-03 04:34:09,7 μg/m³
2022-06-03 04:39:09,8 μg/m³
2022-06-03 04:44:09,8 μg/m³
2022-06-03 04:49:09,9 μg/m³
2022-06-03 04:54:10,10 μg/m³
2022-06-03 04:59:10,14 μg/m³
2022-06-03 05:04:10,12 μg/m³
2022-06-03 05:09:10,19 μg/m³
2022-06-03 05:14:10,16 μg/m³
2022-06-03 05:19:10,18 μg/m³
2022-06-03 05:24:11,15 μg/m³
2022-06-03 05:29:11,9 μg/m³
2022-06-03 05:34:11,11 μg/m³
2022-06-03 05:39:11,15 μg/m³
2022-06-03 05:44:11,15 μg/m³
2022-06-03 05:49:12,12 μg/m³
2022-06-03 05:54:12,10 μg/m³
2022-06-03 05:59:12,8 μg/m³
2022-06-03 06:04:12,8 μg/m³
2022-06-03 06:09:19,12 μg/m³
2022-06-03 06:14:19,6 μg/m³
2022-06-03 06:19:19,11 μg/m³
2022-06-03 06:24:19,6 μg/m³
2022-06-03 06:29:19,5 μg/m³
2022-06-03 06:34:19,5 μg/m³
2022-06-03 06:39:20,4 μg/m³
2022-06-03 06:44:20,6 μg/m³
2022-06-03 06:49:20,4 μg/m³
2022-06-03 06:54:20,6 μg/m³
2022-06-03 06:59:20,5 μg/m³
2022-06-03 07:04:20,7 μg/m³
2022-06-03 07:09:20,7 μg/m³
2022-06-03 07:14:21,8 μg/m³
2022-06-03 07:19:21,10 μg/m³
2022-06-03 07:24:21,8 μg/m³
2022-06-03 07:29:21,12 μg/m³
2022-06-03 07:34:21,5 μg/m³
2022-06-03 07:39:21,7 μg/m³
2022-06-03 07:44:22,9 μg/m³
2022-06-03 07:49:22,9 μg/m³
2022-06-03 07:54:22,8 μg/m³
2022-06-03 07:59:22,10 μg/m³
2022-06-03 08:04:22,10 μg/m³
2022-06-03 08:09:30,14 μg/m³
2022-06-03 08:14:31,15 μg/m³
2022-06-03 08:19:31,8 μg/m³
2022-06-03 08:24:31,11 μg/m³
2022-06-03 08:29:31,8 μg/m³
2022-06-03 08:34:31,11 μg/m³
2022-06-03 08:39:31,14 μg/m³
2022-06-03 08:44:32,18 μg/m³
2022-06-03 08:49:32,13 μg/m³
2022-06-03 08:56:41,10 μg/m³
2022-06-03 09:01:41,11 μg/m³
2022-06-03 09:06:42,16 μg/m³
2022-06-03 09:11:42,13 μg/m³
2022-06-03 09:16:42,11 μg/m³
2022-06-03 09:21:42,19 μg/m³
2022-06-03 09:26:42,15 μg/m³
2022-06-03 09:31:42,15 μg/m³
2022-06-03 09:36:43,15 μg/m³
2022-06-03 09:41:43,7 μg/m³
2022-06-03 09:46:43,6 μg/m³
2022-06-03 09:51:43,9 μg/m³
2022-06-03 09:56:43,8 μg/m³
2022-06-03 10:01:44,7 μg/m³
2022-06-03 10:06:44,8 μg/m³
2022-06-03 10:09:53,7 μg/m³
2022-06-03 10:14:53,8 μg/m³
2022-06-03 10:19:53,9 μg/m³
2022-06-03 10:24:54,8 μg/m³
2022-06-03 10:29:54,9 μg/m³
2022-06-03 10:34:54,14 μg/m³
2022-06-03 10:39:54,10 μg/m³
2022-06-03 10:44:54,15 μg/m³
2022-06-03 10:49:54,12 μg/m³
2022-06-03 10:54:55,8 μg/m³
2022-06-03 10:59:55,9 μg/m³
2022-06-03 11:04:55,10 μg/m³
2022-06-03 11:09:55,10 μg/m³
2022-06-03 11:14:55,16 μg/m³
2022-06-03 11:19:55,24 μg/m³
2022-06-03 11:24:56,29 μg/m³
2022-06-03 11:29:56,26 μg/m³
2022-06-03 11:34:56,31 μg/m³
2022-06-03 11:39:56,37 μg/m³
2022-06-03 11:44:56,38 μg/m³
2022-06-03 11:49:57,32 μg/m³
2022-06-03 11:54:57,30 μg/m³
2022-06-03 11:59:57,26 μg/m³
2022-06-03 12:04:57,31 μg/m³
2022-06-03 12:10:04,34 μg/m³
2022-06-03 12:15:04,47 μg/m³
2022-06-03 12:20:05,30 μg/m³
2022-06-03 12:25:05,31 μg/m³
2022-06-03 12:30:05,31 μg/m³
2022-06-03 12:35:05,31 μg/m³
2022-06-03 12:40:05,38 μg/m³
2022-06-03 12:45:06,36 μg/m³
2022-06-03 12:50:06,30 μg/m³
2022-06-03 12:55:06,33 μg/m³
2022-06-03 13:00:06,37 μg/m³
2022-06-03 13:05:06,33 μg/m³
2022-06-03 13:10:06,40 μg/m³
2022-06-03 13:15:07,34 μg/m³
2022-06-03 13:20:07,30 μg/m³
2022-06-03 13:25:07,35 μg/m³
2022-06-03 13:30:07,35 μg/m³
2022-06-03 13:35:08,36 μg/m³
2022-06-03 13:40:08,35 μg/m³
2022-06-03 13:45:08,35 μg/m³
2022-06-03 13:50:08,27 μg/m³
2022-06-03 13:55:08,19 μg/m³
2022-06-03 14:00:08,13 μg/m³
2022-06-03 14:05:09,16 μg/m³
2022-06-03 14:10:17,15 μg/m³
2022-06-03 14:15:17,20 μg/m³
2022-06-03 14:20:17,15 μg/m³
2022-06-03 14:25:17,13 μg/m³
2022-06-03 14:30:17,12 μg/m³
2022-06-03 14:35:17,20 μg/m³
2022-06-03 14:40:17,21 μg/m³
2022-06-03 14:45:18,18 μg/m³
2022-06-03 14:50:18,25 μg/m³
2022-06-03 14:55:18,19 μg/m³
2022-06-03 15:00:18,15 μg/m³
2022-06-03 15:05:18,19 μg/m³
2022-06-03 15:10:18,31 μg/m³
2022-06-03 15:15:19,24 μg/m³
2022-06-03 15:20:19,17 μg/m³
2022-06-03 15:25:19,17 μg/m³
2022-06-03 15:30:19,15 μg/m³
2022-06-03 15:35:19,16 μg/m³
2022-06-03 15:40:20,41 μg/m³
2022-06-03 15:45:20,46 μg/m³
2022-06-03 15:50:20,34 μg/m³
2022-06-03 15:55:20,25 μg/m³
2022-06-03 16:00:20,61 μg/m³
2022-06-03 16:06:20,47 μg/m³
2022-06-03 16:11:18,39 μg/m³
2022-06-03 16:16:18,35 μg/m³
2022-06-03 16:21:19,36 μg/m³
2022-06-03 16:26:19,42 μg/m³
2022-06-03 16:31:19,38 μg/m³
2022-06-03 16:36:19,41 μg/m³
2022-06-03 16:41:20,47 μg/m³
2022-06-03 16:46:20,46 μg/m³
2022-06-03 16:51:20,47 μg/m³
2022-06-03 16:56:20,48 μg/m³
2022-06-03 17:01:20,46 μg/m³
2022-06-03 17:06:20,43 μg/m³
2022-06-03 17:11:21,28 μg/m³
2022-06-03 17:16:21,21 μg/m³
2022-06-03 17:21:21,21 μg/m³
2022-06-03 17:26:21,23 μg/m³
2022-06-03 17:31:21,24 μg/m³
2022-06-03 17:36:21,23 μg/m³
2022-06-03 17:41:21,21 μg/m³
2022-06-03 17:46:22,22 μg/m³
2022-06-03 17:51:22,22 μg/m³
2022-06-03 17:56:22,23 μg/m³
2022-06-03 18:01:22,26 μg/m³
2022-06-03 18:06:22,25 μg/m³
2022-06-03 18:11:29,24 μg/m³
2022-06-03 18:16:29,24 μg/m³
2022-06-03 18:21:29,22 μg/m³
2022-06-03 18:26:29,20 μg/m³
2022-06-03 18:31:30,22 μg/m³
2022-06-03 18:36:30,24 μg/m³
2022-06-03 18:41:30,25 μg/m³
2022-06-03 18:46:30,50 μg/m³
2022-06-03 18:51:31,52 μg/m³
2022-06-03 18:56:31,23 μg/m³
2022-06-03 19:01:31,22 μg/m³
2022-06-03 19:06:31,21 μg/m³
2022-06-03 19:11:31,27 μg/m³
2022-06-03 19:16:32,21 μg/m³
2022-06-03 19:21:32,22 μg/m³
2022-06-03 19:26:32,24 μg/m³
2022-06-03 19:31:32,27 μg/m³
2022-06-03 19:36:32,26 μg/m³
2022-06-03 19:41:32,24 μg/m³
2022-06-03 19:46:33,24 μg/m³
2022-06-03 19:51:33,24 μg/m³
2022-06-03 19:56:33,23 μg/m³
2022-06-03 20:01:33,25 μg/m³
2022-06-03 20:06:33,24 μg/m³
2022-06-03 20:11:41,24 μg/m³
2022-06-03 20:16:41,22 μg/m³
2022-06-03 20:21:42,21 μg/m³
2022-06-03 20:26:42,23 μg/m³
2022-06-03 20:31:42,24 μg/m³
2022-06-03 20:36:42,24 μg/m³
2022-06-03 20:41:42,24 μg/m³
2022-06-03 20:46:43,25 μg/m³
2022-06-03 20:51:43,29 μg/m³
2022-06-03 20:56:43,26 μg/m³
2022-06-03 21:01:43,24 μg/m³
2022-06-03 21:06:43,22 μg/m³
2022-06-03 21:11:44,24 μg/m³
2022-06-03 21:16:44,24 μg/m³
2022-06-03 21:21:44,25 μg/m³
2022-06-03 21:26:44,23 μg/m³
2022-06-03 21:30:09,24 μg/m³
